States/UTs,Crime Head,Year,Persons arrested during the year_Male,Persons arrested during the year_Female,Persons arrested during the year_Total
Puducherry,23 - Total crimes against Children,2014,29,6,35
Total (States),1 - Murder (Section 302 and 303 IPC),2014,2556,152,2708
Total (States),2 - Infanticide (Section 315 IPC),2014,70,6,76
Total (States),3 - Rape,2014,15158,219,15377
Total (States),4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,12719,71,12790
Total (States),4.1 - Sexual Harassment (Section 354A IPC),2014,5333,43,5376
Total (States),4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,873,1,874
Total (States),4.3 - Voyeurism (Section 354C IPC),2014,95,0,95
Total (States),4.4 - Stalking (Section 354D IPC),2014,1273,4,1277
Total (States),4.5 - Others assault,2014,5145,23,5168
Total (States),5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,474,0,474
Total (States),"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,27579,1015,28594
Total (States),6.1 - Kidnapping & Abduction (Section 363 IPC),2014,7676,399,8075
Total (States),6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,297,7,304
Total (States),6.3 - Kidnapping for Ransom (Section 364A IPC),2014,347,8,355
Total (States),6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,14935,461,15396
Total (States),6.5 - Other Kidnapping,2014,4324,140,4464
Total (States),7 - Foeticide (Section 315 and 316 IPC),2014,41,6,47
Total (States),8 - Abetment of Suicide of child (Section 305 IPC),2014,50,5,55
Total (States),9 - Exposure and Abandonment (Section 317 IPC),2014,203,72,275
Total (States),10 - Procuration of minor girls (Section 366-A IPC),2014,1948,19,1967
Total (States),11 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,4,2,6
Total (States),12 - Buying of minors for prostitution (Section 373 IPC),2014,30,1,31
Total (States),13 - Selling of minors for prostitution (Section 372 IPC),2014,92,10,102
Total (States),"14 - Prohibition of Child Marriage Act, 2006",2014,564,143,707
Total (States),"15 - Transplantation of Human Organs Act, 1994",2014,0,0,0
Total (States),"16 - Child Labour (Prohibition & Regulation) Act, 1986",2014,119,2,121
Total (States),16.1 - Offences committed against Migrant,2014,22,0,22
Total (States),16.1.1 - Offences committed against SC migrants,2014,4,0,4
Total (States),16.1.2 - Offences committed against ST migrants,2014,0,0,0
Total (States),16.1.3 - Offences committed against others migrants,2014,18,0,18
Total (States),16.2 - Offences committed against Locals,2014,97,2,99
Total (States),16.2.1 - Offences committed against Local SCs,2014,2,0,2
Total (States),16.2.2 - Offences committed against Local STs,2014,0,0,0
Total (States),16.2.3 - Offences committed against others locals,2014,95,2,97
Total (States),"17 - Immoral Traffic (Prevention) Act, 1956",2014,137,68,205
Total (States),17.1 - Under ITP Section 5,2014,27,17,44
Total (States),17.2 - Under ITP Section 6,2014,4,3,7
Total (States),17.3 - Under ITP Section 7,2014,17,5,22
Total (States),17.4 - Under ITP Section 8,2014,3,1,4
Total (States),17.5 - Other Section of ITP Act,2014,86,42,128
Total (States),"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,1250,124,1374
Total (States),"19 - Protection of Children from Sexual Offences Act, 2012",2014,10917,144,11061
Total (States),19.1 - Under PCSO Act Section 4,2014,5083,70,5153
Total (States),19.2 - Under PCSO Act Section 6,2014,894,10,904
Total (States),19.3 - Under PCSO Act Section 8,2014,2939,17,2956
Total (States),19.4 - Under PCSO Act Section 10,2014,186,31,217
Total (States),19.5 - Under PCSO Act Sections 14 & 15,2014,47,0,47
Total (States),19.6 - Other Acts of PCSO,2014,1768,16,1784
Total (States),20 - Attempt to commit Murder u/s 307 IPC,2014,2383,104,2487
Total (States),21 - Unnatural Offences u/s 377 IPC,2014,733,4,737
Total (States),22 - Other crimes committed against children,2014,10695,420,11115
Total (States),23 - Total crimes against Children,2014,87722,2587,90309
Total (UTs),1 - Murder (Section 302 and 303 IPC),2014,49,2,51
Total (UTs),2 - Infanticide (Section 315 IPC),2014,3,0,3
Total (UTs),3 - Rape,2014,991,7,998
Total (UTs),4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,859,2,861
Total (UTs),4.1 - Sexual Harassment (Section 354A IPC),2014,275,1,276
Total (UTs),4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,49,0,49
Total (UTs),4.3 - Voyeurism (Section 354C IPC),2014,25,0,25
Total (UTs),4.4 - Stalking (Section 354D IPC),2014,94,0,94
Total (UTs),4.5 - Others assault,2014,416,1,417
Total (UTs),5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,56,4,60
Total (UTs),"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,550,8,558
Total (UTs),6.1 - Kidnapping & Abduction (Section 363 IPC),2014,494,8,502
Total (UTs),6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0
Total (UTs),6.3 - Kidnapping for Ransom (Section 364A IPC),2014,14,0,14
Total (UTs),6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,33,0,33
Total (UTs),6.5 - Other Kidnapping,2014,9,0,9
Total (UTs),7 - Foeticide (Section 315 and 316 IPC),2014,1,0,1
Total (UTs),8 - Abetment of Suicide of child (Section 305 IPC),2014,0,1,1
Total (UTs),9 - Exposure and Abandonment (Section 317 IPC),2014,1,1,2
Total (UTs),10 - Procuration of minor girls (Section 366-A IPC),2014,0,0,0
Total (UTs),11 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Total (UTs),12 - Buying of minors for prostitution (Section 373 IPC),2014,0,0,0
Total (UTs),13 - Selling of minors for prostitution (Section 372 IPC),2014,2,5,7
Total (UTs),"14 - Prohibition of Child Marriage Act, 2006",2014,7,4,11
Total (UTs),"15 - Transplantation of Human Organs Act, 1994",2014,0,0,0
Total (UTs),"16 - Child Labour (Prohibition & Regulation) Act, 1986",2014,34,1,35
Total (UTs),16.1 - Offences committed against Migrant,2014,8,0,8
Total (UTs),16.1.1 - Offences committed against SC migrants,2014,0,0,0
Total (UTs),16.1.2 - Offences committed against ST migrants,2014,0,0,0
Total (UTs),16.1.3 - Offences committed against others migrants,2014,8,0,8
Total (UTs),16.2 - Offences committed against Locals,2014,26,1,27
Total (UTs),16.2.1 - Offences committed against Local SCs,2014,0,0,0
Total (UTs),16.2.2 - Offences committed against Local STs,2014,0,0,0
Total (UTs),16.2.3 - Offences committed against others locals,2014,26,1,27
Total (UTs),"17 - Immoral Traffic (Prevention) Act, 1956",2014,1,3,4
Total (UTs),17.1 - Under ITP Section 5,2014,1,2,3
Total (UTs),17.2 - Under ITP Section 6,2014,0,0,0
Total (UTs),17.3 - Under ITP Section 7,2014,0,0,0
Total (UTs),17.4 - Under ITP Section 8,2014,0,0,0
Total (UTs),17.5 - Other Section of ITP Act,2014,0,1,1
Total (UTs),"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,107,8,115
Total (UTs),"19 - Protection of Children from Sexual Offences Act, 2012",2014,109,2,111
Total (UTs),19.1 - Under PCSO Act Section 4,2014,14,2,16
Total (UTs),19.2 - Under PCSO Act Section 6,2014,11,0,11
Total (UTs),19.3 - Under PCSO Act Section 8,2014,36,0,36
Total (UTs),19.4 - Under PCSO Act Section 10,2014,14,0,14
Total (UTs),19.5 - Under PCSO Act Sections 14 & 15,2014,0,0,0
Total (UTs),19.6 - Other Acts of PCSO,2014,34,0,34
Total (UTs),20 - Attempt to commit Murder u/s 307 IPC,2014,15,0,15
Total (UTs),21 - Unnatural Offences u/s 377 IPC,2014,131,0,131
Total (UTs),22 - Other crimes committed against children,2014,186,1,187
Total (UTs),23 - Total crimes against Children,2014,3102,49,3151
Total (All India),1 - Murder (Section 302 and 303 IPC),2014,2605,154,2759
Total (All India),2 - Infanticide (Section 315 IPC),2014,73,6,79
Total (All India),3 - Rape,2014,16149,226,16375
Total (All India),4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,13578,73,13651
Total (All India),4.1 - Sexual Harassment (Section 354A IPC),2014,5608,44,5652
Total (All India),4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,922,1,923
Total (All India),4.3 - Voyeurism (Section 354C IPC),2014,120,0,120
Total (All India),4.4 - Stalking (Section 354D IPC),2014,1367,4,1371
Total (All India),4.5 - Others assault,2014,5561,24,5585
Total (All India),5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,530,4,534
Total (All India),"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,28129,1023,29152
Total (All India),6.1 - Kidnapping & Abduction (Section 363 IPC),2014,8170,407,8577
Total (All India),6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,297,7,304
Total (All India),6.3 - Kidnapping for Ransom (Section 364A IPC),2014,361,8,369
Total (All India),6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,14968,461,15429
Total (All India),6.5 - Other Kidnapping,2014,4333,140,4473
Total (All India),7 - Foeticide (Section 315 and 316 IPC),2014,42,6,48
Total (All India),8 - Abetment of Suicide of child (Section 305 IPC),2014,50,6,56
Total (All India),9 - Exposure and Abandonment (Section 317 IPC),2014,204,73,277
Total (All India),10 - Procuration of minor girls (Section 366-A IPC),2014,1948,19,1967
Total (All India),11 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,4,2,6
Total (All India),12 - Buying of minors for prostitution (Section 373 IPC),2014,30,1,31
Total (All India),13 - Selling of minors for prostitution (Section 372 IPC),2014,94,15,109
Total (All India),"14 - Prohibition of Child Marriage Act, 2006",2014,571,147,718
Total (All India),"15 - Transplantation of Human Organs Act, 1994",2014,0,0,0
Total (All India),"16 - Child Labour (Prohibition & Regulation) Act, 1986",2014,153,3,156
Total (All India),16.1 - Offences committed against Migrant,2014,30,0,30
Total (All India),16.1.1 - Offences committed against SC migrants,2014,4,0,4
Total (All India),16.1.2 - Offences committed against ST migrants,2014,0,0,0
Total (All India),16.1.3 - Offences committed against others migrants,2014,26,0,26
Total (All India),16.2 - Offences committed against Locals,2014,123,3,126
Total (All India),16.2.1 - Offences committed against Local SCs,2014,2,0,2
Total (All India),16.2.2 - Offences committed against Local STs,2014,0,0,0
Total (All India),16.2.3 - Offences committed against others locals,2014,121,3,124
Total (All India),"17 - Immoral Traffic (Prevention) Act, 1956",2014,138,71,209
Total (All India),17.1 - Under ITP Section 5,2014,28,19,47
Total (All India),17.2 - Under ITP Section 6,2014,4,3,7
Total (All India),17.3 - Under ITP Section 7,2014,17,5,22
Total (All India),17.4 - Under ITP Section 8,2014,3,1,4
Total (All India),17.5 - Other Section of ITP Act,2014,86,43,129
Total (All India),"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,1357,132,1489
Total (All India),"19 - Protection of Children from Sexual Offences Act, 2012",2014,11026,146,11172
Total (All India),19.1 - Under PCSO Act Section 4,2014,5097,72,5169
Total (All India),19.2 - Under PCSO Act Section 6,2014,905,10,915
Total (All India),19.3 - Under PCSO Act Section 8,2014,2975,17,2992
Total (All India),19.4 - Under PCSO Act Section 10,2014,200,31,231
Total (All India),19.5 - Under PCSO Act Sections 14 & 15,2014,47,0,47
Total (All India),19.6 - Other Acts of PCSO,2014,1802,16,1818
Total (All India),20 - Attempt to commit Murder u/s 307 IPC,2014,2398,104,2502
Total (All India),21 - Unnatural Offences u/s 377 IPC,2014,864,4,868
Total (All India),22 - Other crimes committed against children,2014,10881,421,11302
Total (All India),23 - Total crimes against Children,2014,90824,2636,93460
